Save, 0,4.568632
Fetch, 1,7.378907
Delete, 1,7.858973
Fetch, 2,0.858791
Save, 2,4.187698
Fetch, 3,5.159917
Delete, 3,7.544389
Fetch, 4,0.825907
Save, 4,4.157306
Fetch, 5,5.005628
Delete, 5,7.519997
Fetch, 6,0.78954
Save, 6,4.165912
Fetch, 7,4.505047
Delete, 7,7.136203
Fetch, 8,0.846613
Save, 8,3.671508
Fetch, 9,4.333468
Delete, 9,7.072701
Fetch, 10,0.766095
Save, 10,3.720152
Fetch, 11,4.307883
Delete, 11,6.537091
Fetch, 12,0.850548
Save, 12,3.219422
Fetch, 13,3.577907
Delete, 13,6.606724
Fetch, 14,0.838754
Save, 14,3.318696
Fetch, 15,4.515868
Delete, 15,6.298436
Fetch, 16,0.866166
Save, 16,2.965506
Fetch, 17,3.152296
Delete, 17,6.301233
Fetch, 18,0.805443
Save, 18,2.90301
Fetch, 19,2.891203
Delete, 19,6.334792
Fetch, 20,0.795165
Save, 20,2.952626
Fetch, 21,2.90657
Delete, 21,6.258599
Fetch, 22,0.776463
Save, 22,2.897099
Fetch, 23,2.855598
Delete, 23,6.289023
Fetch, 24,0.757865
Save, 24,2.833102
Fetch, 25,2.48172
Delete, 25,6.231032
Fetch, 26,0.806582
Save, 26,2.887878
Fetch, 27,2.478019
Delete, 27,6.33726
Fetch, 28,0.7897
Save, 28,2.849821
Fetch, 29,2.431498
Delete, 29,6.172044
Fetch, 30,0.794979
Save, 30,2.846527
Fetch, 31,2.455435
Delete, 31,6.27485
Fetch, 32,0.720221
Save, 32,2.773201
Fetch, 33,2.527921
Delete, 33,6.169662
Fetch, 34,0.794855
Save, 34,2.721265
Fetch, 35,2.489893
Delete, 35,6.023967
Fetch, 36,0.825341
Save, 36,2.64612
Fetch, 37,2.416666
Delete, 37,6.009225
Fetch, 38,0.780251
Save, 38,2.523081
Fetch, 39,2.417658
Delete, 39,5.859067
Fetch, 40,0.81156
Save, 40,2.50321
Fetch, 41,2.407405
Delete, 41,5.903815
Fetch, 42,0.799042
Save, 42,2.538898
Fetch, 43,2.451617
Delete, 43,5.911567
Fetch, 44,0.767512
Save, 44,2.558065
Fetch, 45,2.449814
Delete, 45,5.857501
Fetch, 46,0.799747
Save, 46,2.59162
Fetch, 47,2.464012
Delete, 47,5.991095
Fetch, 48,0.797444
Save, 48,2.502415
Fetch, 49,2.469143
Delete, 49,5.91415
Fetch, 50,0.824772
Save, 50,2.473117
Fetch, 51,2.498466
Delete, 51,5.914664
Fetch, 52,0.787887
Save, 52,2.458425
Fetch, 53,2.176586
Delete, 53,5.876478
Fetch, 54,0.788509
Save, 54,2.462028
Fetch, 55,2.163333
Delete, 55,5.950487
Fetch, 56,0.845546
Save, 56,2.497558
Fetch, 57,2.125471
Delete, 57,5.861345
Fetch, 58,0.802095
Save, 58,2.329726
Fetch, 59,2.156383
Delete, 59,5.758356
Fetch, 60,0.78506
Save, 60,2.394101
Fetch, 61,2.167813
Delete, 61,5.610901
Fetch, 62,0.788799
Save, 62,2.199356
Fetch, 63,2.119274
Delete, 63,5.587833
Fetch, 64,0.751679
Save, 64,2.143837
Fetch, 65,2.108232
Delete, 65,5.486784
Fetch, 66,0.810437
Save, 66,2.196259
Fetch, 67,2.170825
Delete, 67,5.525194
Fetch, 68,0.729761
Save, 68,2.125305
Fetch, 69,2.069331
Delete, 69,5.671914
Fetch, 70,0.721646
Save, 70,2.010149
Fetch, 71,2.063354
Delete, 71,5.364712
Fetch, 72,0.767609
Save, 72,2.003748
Fetch, 73,2.090972
Delete, 73,5.359591
Fetch, 74,0.787797
Save, 74,2.442457
Fetch, 75,2.171458
Delete, 75,5.341515
Fetch, 76,0.775457
Save, 76,1.918002
Fetch, 77,1.860187
Delete, 77,5.349219
Fetch, 78,0.781767
Save, 78,1.972267
Fetch, 79,1.830771
Delete, 79,5.196228
Fetch, 80,0.713524
Save, 80,1.70523
Fetch, 81,1.822986
Delete, 81,5.137384
Fetch, 82,0.755236
Save, 82,1.825514
Fetch, 83,1.817315
Delete, 83,5.139148
Fetch, 84,0.79851
Save, 84,1.734153
Fetch, 85,1.929462
Delete, 85,5.200085
Fetch, 86,0.803727
Save, 86,1.848362
Fetch, 87,1.81134
Delete, 87,5.13739
Fetch, 88,0.758059
Save, 88,1.806433
Fetch, 89,1.840253
Delete, 89,5.071436
Fetch, 90,0.735656
Save, 90,1.786841
Fetch, 91,1.881617
Delete, 91,5.205576
Fetch, 92,0.788879
Save, 92,1.793859
Fetch, 93,1.890632
Delete, 93,5.144888
Fetch, 94,0.746214
Save, 94,1.828052
Fetch, 95,1.822359
Delete, 95,5.197536
Fetch, 96,0.736932
Save, 96,1.753496
Fetch, 97,1.831216
Delete, 97,5.161477
Fetch, 98,0.751102
Save, 98,1.771032
Fetch, 99,1.839258
Delete, 99,5.117818
Fetch, 100,0.792748
Save, 100,1.804738
Fetch, 101,1.827429
Delete, 101,5.052142
Fetch, 102,0.742282
Save, 102,1.723998
Fetch, 103,1.837003
Delete, 103,5.231362
Fetch, 104,0.755047
Save, 104,1.889495
Fetch, 105,1.844134
Delete, 105,5.026175
Fetch, 106,0.766031
Save, 106,1.627929
Fetch, 107,1.792503
Delete, 107,4.997812
Fetch, 108,0.745482
Save, 108,1.609487
Fetch, 109,1.871368
Delete, 109,5.029685
Fetch, 110,0.754223
Save, 110,1.609467
Fetch, 111,1.870366
Delete, 111,5.031069
Fetch, 112,0.798464
Save, 112,1.624459
Fetch, 113,1.898996
Delete, 113,4.988822
Fetch, 114,0.768118
Save, 114,1.677099
Fetch, 115,1.843945
Delete, 115,5.074905
Fetch, 116,0.74047
Save, 116,1.623962
Fetch, 117,1.866607
Delete, 117,5.061773
Fetch, 118,0.744739
Save, 118,1.72029
Fetch, 119,1.836165
Delete, 119,5.007966
Fetch, 120,0.749063
Save, 120,1.622253
Fetch, 121,1.839977
Delete, 121,5.112522
Fetch, 122,0.743328
Save, 122,1.669042
Fetch, 123,1.855609
Delete, 123,5.017979
Fetch, 124,0.775803
Save, 124,1.682556
Fetch, 125,1.851102
Delete, 125,5.078997
Fetch, 126,0.743525
Save, 126,1.628548
Fetch, 127,1.824905
Delete, 127,5.091499
Fetch, 128,0.704665
Save, 128,1.557189
Fetch, 129,1.836815
Delete, 129,5.043982
Fetch, 130,0.766091
Save, 130,1.645779
Fetch, 131,1.833179
Delete, 131,5.030143
Fetch, 132,0.671366
Save, 132,1.588731
Fetch, 133,1.829285
Delete, 133,5.031389
Fetch, 134,0.697789
Save, 134,1.915191
Fetch, 135,1.834406
Delete, 135,5.024631
Fetch, 136,0.758552
Save, 136,1.635588
Fetch, 137,1.828317
Delete, 137,4.900373
Fetch, 138,0.73497
Save, 138,1.522001
Fetch, 139,1.821598
Delete, 139,5.000556
Fetch, 140,0.74552
Save, 140,1.688511
Fetch, 141,1.841067
Delete, 141,5.019716
Fetch, 142,0.689376
Save, 142,1.556645
Fetch, 143,1.803842
Delete, 143,5.030974
Fetch, 144,0.727247
Save, 144,1.627316
Fetch, 145,1.835021
Delete, 145,5.030783
Fetch, 146,0.72685
Save, 146,1.577106
Fetch, 147,1.863264
Delete, 147,5.048642
Fetch, 148,0.747655
Save, 148,1.630863
Fetch, 149,1.847579
Delete, 149,5.032179
Fetch, 150,0.743421
Save, 150,1.646338
Fetch, 151,1.881305
Delete, 151,5.067413
Fetch, 152,0.768641
Save, 152,1.636191
Fetch, 153,1.794983
Delete, 153,5.086612
Fetch, 154,0.773481
Save, 154,1.626435
Fetch, 155,0.871578
Delete, 155,4.948544
Fetch, 156,0.708046
Save, 156,1.680076
Fetch, 157,0.942337
Delete, 157,5.063145
Fetch, 158,0.758183
Save, 158,1.645448
Fetch, 159,0.87796
Delete, 159,4.970724
Fetch, 160,0.719712
Save, 160,1.596008
Fetch, 161,0.884204
Delete, 161,4.922636
Fetch, 162,0.711239
Save, 162,1.648101
Fetch, 163,0.948009
Delete, 163,5.029495
Fetch, 164,0.728502
Save, 164,1.666443
Fetch, 165,0.958304
Delete, 165,5.038014
Fetch, 166,0.734524
Save, 166,1.656163
Fetch, 167,0.944051
Delete, 167,5.004082
Fetch, 168,0.711131
Save, 168,1.633323
Fetch, 169,0.958155
Delete, 169,5.010551
Fetch, 170,0.71707
Save, 170,1.675905
Fetch, 171,0.860247
Delete, 171,4.930433
Fetch, 172,0.713938
Save, 172,1.691834
Fetch, 173,0.872479
Delete, 173,4.958338
Fetch, 174,0.697162
Save, 174,1.605792
Fetch, 175,0.917777
Delete, 175,5.015042
Fetch, 176,0.573461
Save, 176,1.596576
Fetch, 177,0.915124
Delete, 177,4.913021
Fetch, 178,0.650753
Save, 178,1.555239
Fetch, 179,0.851637
Delete, 179,4.929493
Fetch, 180,0.695904
Save, 180,1.573672
Fetch, 181,0.910619
Delete, 181,5.115204
Fetch, 182,0.73033
Save, 182,1.706556
Fetch, 183,0.936136
Delete, 183,4.962787
Fetch, 184,0.718956
Save, 184,1.626661
Fetch, 185,0.932164
Delete, 185,5.04488
Fetch, 186,0.704589
Save, 186,1.524038
Fetch, 187,0.874967
Delete, 187,5.085562
Fetch, 188,0.703358
Save, 188,1.641677
Fetch, 189,0.8992
Delete, 189,4.947041
Fetch, 190,0.667577
Save, 190,1.569237
Fetch, 191,0.889403
Delete, 191,5.005734
Fetch, 192,0.635053
Save, 192,1.565657
Fetch, 193,0.863309
Delete, 193,5.001657
Fetch, 194,0.639257
Save, 194,1.528589
Fetch, 195,0.955121
Delete, 195,4.999753
Fetch, 196,0.668145
Save, 196,1.506159
Fetch, 197,0.935671
Delete, 197,4.983167
Fetch, 198,0.724494
Save, 198,1.607266
Fetch, 199,0.955143
Delete, 199,5.069296
Fetch, 200,0.744909
Save, 200,1.668771
Fetch, 201,0.903259
Delete, 201,4.91753
Fetch, 202,0.725116
Save, 202,1.654489
Fetch, 203,0.944715
Delete, 203,5.040861
Fetch, 204,0.690892
Save, 204,1.663305
Fetch, 205,0.921268
Delete, 205,5.039395
Fetch, 206,0.691409
Save, 206,1.622497
Fetch, 207,0.950975
Delete, 207,4.990997
