Save, 1.259183
Fetch, 4.05667
Delete, 2.324677
Fetch, 0.849443
Save, 1.601848
Fetch, 2.017641
Delete, 2.314402
Fetch, 0.790573
Save, 1.532703
Fetch, 1.954667
Delete, 2.37246
Fetch, 0.837226
Save, 1.51507
Fetch, 1.736486
Delete, 2.275523
Fetch, 0.827738
Save, 1.530819
Fetch, 1.670577
Delete, 2.195304
Fetch, 0.785415
Save, 1.474766
Fetch, 1.712285
Delete, 2.268377
Fetch, 0.852008
Save, 1.50979
Fetch, 1.763584
Delete, 2.254956
Fetch, 0.855973
Save, 1.523152
Fetch, 1.605945
Delete, 2.261501
Fetch, 0.800729
Save, 1.50718
Fetch, 1.608495
Delete, 2.263489
Fetch, 0.766611
Save, 1.457805
Fetch, 1.628145
Delete, 2.222332
Fetch, 0.811614
Save, 1.504555
Fetch, 1.630002
Delete, 2.296854
Fetch, 0.792739
Save, 1.350912
Fetch, 1.484706
Delete, 2.131249
Fetch, 0.748043
Save, 1.311892
Fetch, 1.441301
Delete, 2.010027
Fetch, 0.833036
Save, 1.392835
Fetch, 1.505478
Delete, 2.161472
Fetch, 0.771398
Save, 1.328122
Fetch, 1.53792
Delete, 2.089065
Fetch, 0.730005
Save, 1.327719
Fetch, 1.579813
Delete, 2.190409
Fetch, 0.834088
Save, 1.380286
Fetch, 1.558612
Delete, 2.124404
Fetch, 0.762033
Save, 1.357661
Fetch, 1.51473
Delete, 2.162099
Fetch, 0.763367
Save, 1.32762
Fetch, 1.456029
Delete, 2.127303
Fetch, 0.72691
Save, 1.349931
Fetch, 1.493654
Delete, 1.952921
Fetch, 0.804251
Save, 1.28245
Fetch, 1.515344
Delete, 1.995147
Fetch, 0.709784
Save, 1.19771
Fetch, 1.514275
Delete, 1.990008
Fetch, 0.794814
Save, 1.29496
Fetch, 1.515513
Delete, 2.022278
Fetch, 0.737871
Save, 1.20653
Fetch, 1.69402
Delete, 1.999255
Fetch, 0.790261
Save, 1.251878
Fetch, 1.437373
Delete, 2.042436
Fetch, 0.741274
Save, 1.172467
Fetch, 1.265293
Delete, 1.92241
Fetch, 0.750911
Save, 1.126041
Fetch, 1.278898
Delete, 1.931538
Fetch, 0.772984
Save, 1.147507
Fetch, 1.356007
Delete, 1.914445
Fetch, 0.7796
Save, 1.203017
Fetch, 1.377695
Delete, 1.890801
Fetch, 0.811281
Save, 1.181311
Fetch, 1.298091
Delete, 1.888394
Fetch, 0.810552
Save, 1.182178
Fetch, 1.264337
Delete, 1.955067
Fetch, 0.817208
Save, 1.194836
Fetch, 1.330656
Delete, 1.934907
Fetch, 0.75693
Save, 1.081095
Fetch, 1.254401
Delete, 1.844204
Fetch, 0.788199
Save, 1.12821
Fetch, 1.314894
Delete, 1.941654
Fetch, 0.801984
Save, 1.21564
Fetch, 1.330479
Delete, 1.911887
Fetch, 0.834069
Save, 1.145934
Fetch, 1.345012
Delete, 1.90748
Fetch, 0.776457
Save, 1.165315
Fetch, 1.261669
Delete, 1.852355
Fetch, 0.774047
Save, 1.149654
Fetch, 1.308364
Delete, 1.880802
Fetch, 0.760502
Save, 1.079921
Fetch, 1.212002
Delete, 1.930876
Fetch, 0.770649
Save, 1.153237
Fetch, 1.225942
Delete, 1.904263
Fetch, 0.785496
Save, 1.09532
Fetch, 1.212219
Delete, 1.912448
Fetch, 0.797587
Save, 1.185459
Fetch, 1.209058
Delete, 1.883688
Fetch, 0.784782
Save, 1.146355
Fetch, 1.239451
Delete, 1.922531
Fetch, 0.704726
Save, 1.100899
Fetch, 1.217906
Delete, 1.909101
Fetch, 0.858504
Save, 1.150676
Fetch, 1.185912
Delete, 1.973214
Fetch, 0.782754
Save, 1.13587
Fetch, 1.23729
Delete, 1.920316
Fetch, 0.798989
Save, 1.193302
Fetch, 1.209304
Delete, 1.892208
Fetch, 0.76481
Save, 1.114192
Fetch, 1.15981
Delete, 1.79937
Fetch, 0.763292
Save, 1.136351
Fetch, 1.223123
Delete, 1.899384
Fetch, 0.757558
Save, 1.147512
Fetch, 1.209224
Delete, 1.858106
Fetch, 0.808454
Save, 1.127637
Fetch, 1.178084
Delete, 1.900598
Fetch, 0.771272
Save, 1.127667
Fetch, 1.229225
Delete, 1.877507
Fetch, 0.701808
Save, 1.068854
Fetch, 1.198897
Delete, 1.884724
Fetch, 0.788311
Save, 1.122193
Fetch, 1.199941
Delete, 1.928338
Fetch, 0.787362
Save, 1.12031
Fetch, 1.18931
Delete, 1.878044
Fetch, 0.754634
Save, 1.166302
Fetch, 1.252417
Delete, 1.880411
Fetch, 0.720022
Save, 1.058153
Fetch, 1.198406
Delete, 1.870676
Fetch, 0.753075
Save, 1.146631
Fetch, 1.236341
Delete, 1.872561
Fetch, 0.740327
Save, 1.091237
Fetch, 1.238751
Delete, 1.885351
Fetch, 0.698597
Save, 1.0675
Fetch, 1.168606
Delete, 1.865853
Fetch, 0.741784
Save, 1.075137
Fetch, 1.208772
Delete, 1.89088
Fetch, 0.735285
Save, 1.130093
Fetch, 1.170446
Delete, 1.836589
Fetch, 0.83955
Save, 1.139213
Fetch, 1.11738
Delete, 1.769985
Fetch, 0.741752
Save, 1.095373
Fetch, 1.261689
Delete, 1.794453
Fetch, 0.678979
Save, 1.089776
Fetch, 1.201884
Delete, 1.896801
Fetch, 0.781665
Save, 1.129066
Fetch, 1.162478
