Save, 0,349.598146
Fetch, 1,17.43802
Delete, 1,137.054722
Fetch, 2,1.516602
Save, 2,2267.481315
Fetch, 3,14.642644
Delete, 3,231.49982
Fetch, 4,1.398827
Save, 4,2257.229894
Fetch, 5,12.301886
Delete, 5,229.182532
Fetch, 6,1.308626
Save, 6,2284.969036
Fetch, 7,12.494223
Delete, 7,235.573932
Fetch, 8,1.242184
Save, 8,2258.155742
Fetch, 9,10.573772
Delete, 9,226.714923
Fetch, 10,1.296915
Save, 10,2210.767655
Fetch, 11,9.300039
Delete, 11,238.981122
Fetch, 12,1.256547
Save, 12,2257.768782
Fetch, 13,9.44292
Delete, 13,230.653089
Fetch, 14,1.330659
Save, 14,2210.522338
Fetch, 15,8.057134
Delete, 15,230.05277
Fetch, 16,1.344506
Save, 16,2338.338435
Fetch, 17,8.044436
Delete, 17,230.359188
Fetch, 18,1.340758
Save, 18,2210.546615
Fetch, 19,7.920929
Delete, 19,225.479247
Fetch, 20,1.266442
Save, 20,2259.933438
Fetch, 21,8.187461
Delete, 21,249.866959
Fetch, 22,1.288187
Save, 22,2231.047547
Fetch, 23,7.729716
Delete, 23,250.288174
Fetch, 24,1.234744
Save, 24,2288.317903
Fetch, 25,8.31756
Delete, 25,251.333763
Fetch, 26,1.349787
Save, 26,2224.581428
Fetch, 27,6.93513
Delete, 27,230.381203
Fetch, 28,1.3928
Save, 28,2265.064111
Fetch, 29,6.83525
Delete, 29,229.590839
Fetch, 30,1.296445
Save, 30,2209.273249
Fetch, 31,6.872117
Delete, 31,229.690761
Fetch, 32,1.389144
Save, 32,2262.722275
Fetch, 33,7.085458
Delete, 33,229.567188
Fetch, 34,1.311525
Save, 34,2207.022187
Fetch, 35,6.816892
Delete, 35,224.390784
Fetch, 36,1.275579
Save, 36,2252.924083
Fetch, 37,6.929783
Delete, 37,224.335506
Fetch, 38,1.271116
Save, 38,2204.750655
Fetch, 39,6.991076
Delete, 39,228.673955
Fetch, 40,1.243104
Save, 40,2218.627935
Fetch, 41,11.524628
Delete, 41,227.879398
Fetch, 42,1.261896
Save, 42,2199.723665
Fetch, 43,5.975274
Delete, 43,223.631337
Fetch, 44,1.138984
Save, 44,2230.966037
Fetch, 45,5.783291
Delete, 45,232.181847
Fetch, 46,1.161684
Save, 46,2195.44723
Fetch, 47,5.789655
Delete, 47,227.625317
Fetch, 48,1.226063
Save, 48,2212.318687
Fetch, 49,5.781782
Delete, 49,227.389581
Fetch, 50,1.345715
Save, 50,2262.519202
Fetch, 51,5.802371
Delete, 51,228.167813
Fetch, 52,1.256981
Save, 52,2210.307445
Fetch, 53,5.718076
Delete, 53,248.34531
Fetch, 54,1.282088
Save, 54,2360.710778
Fetch, 55,5.76681
Delete, 55,247.18694
Fetch, 56,1.381053
Save, 56,2210.813279
Fetch, 57,5.769842
Delete, 57,224.057063
Fetch, 58,1.372223
Save, 58,2247.119816
Fetch, 59,5.768188
Delete, 59,223.719379
Fetch, 60,1.349757
Save, 60,2207.902302
Fetch, 61,5.607358
Delete, 61,227.111813
Fetch, 62,1.34732
Save, 62,2252.761183
