Save, 2.608572
Fetch, 5.702876
Delete, 16.45897
Fetch, 1.382575
Save, 37.806675
Fetch, 2.028945
Delete, 15.790326
Fetch, 1.366714
Save, 20.476048
Fetch, 1.988963
Delete, 16.05509
Fetch, 1.552885
Save, 2.181913
Fetch, 2.045565
Delete, 16.186272
Fetch, 1.265486
Save, 2.110076
Fetch, 2.013036
Delete, 16.179505
Fetch, 1.296566
Save, 2.20391
Fetch, 1.99475
Delete, 15.821238
Fetch, 1.297432
Save, 2.07594
Fetch, 1.984506
Delete, 15.993472
Fetch, 1.324289
Save, 39.671115
Fetch, 2.037366
Delete, 40.624126
Fetch, 1.443585
Save, 37.800474
Fetch, 2.01422
Delete, 41.343741
Fetch, 1.382286
Save, 37.922765
Fetch, 2.028572
Delete, 41.276553
Fetch, 1.354334
Save, 37.992198
Fetch, 1.966948
Delete, 41.431597
Fetch, 1.407652
Save, 37.901449
Fetch, 2.251627
Delete, 40.933738
Fetch, 1.456494
Save, 44.188806
Fetch, 2.08364
Delete, 38.824938
Fetch, 1.479189
Save, 37.712943
Fetch, 1.966779
Delete, 41.382328
Fetch, 1.300524
Save, 2.089967
Fetch, 1.982256
Delete, 16.134116
Fetch, 1.296458
Save, 38.654272
Fetch, 2.01573
Delete, 40.972072
Fetch, 1.324638
Save, 37.932571
Fetch, 2.052452
Delete, 41.305226
Fetch, 1.503194
Save, 41.675248
Fetch, 2.15028
Delete, 40.932752
Fetch, 1.282389
Save, 2.086485
Fetch, 2.039652
Delete, 40.887855
Fetch, 1.36308
Save, 38.031469
Fetch, 2.141955
Delete, 40.830465
Fetch, 1.424884
Save, 37.938194
Fetch, 1.984566
Delete, 41.335729
Fetch, 1.296476
Save, 2.193968
Fetch, 2.106665
Delete, 40.646899
Fetch, 1.335663
Save, 38.008594
Fetch, 1.979057
Delete, 41.086423
Fetch, 1.386785
Save, 37.982778
Fetch, 2.017035
Delete, 41.296241
Fetch, 1.402412
Save, 1.978966
Fetch, 2.001264
Delete, 41.387651
Fetch, 1.370238
Save, 38.014308
Fetch, 1.959748
Delete, 41.177473
Fetch, 1.387796
Save, 37.747716
Fetch, 1.979447
Delete, 41.391008
Fetch, 1.434112
Save, 41.378563
Fetch, 2.098515
Delete, 41.142472
Fetch, 1.162045
Save, 38.180065
Fetch, 1.907904
Delete, 37.622261
Fetch, 1.262785
Save, 38.078398
Fetch, 1.784397
Delete, 16.050699
Fetch, 1.300475
Save, 1.964843
Fetch, 2.045769
Delete, 38.514363
Fetch, 1.355314
Save, 37.717159
Fetch, 1.955681
Delete, 40.982285
Fetch, 1.459604
Save, 39.292041
Fetch, 1.865775
Delete, 40.21381
Fetch, 1.32015
Save, 41.622357
Fetch, 1.949654
Delete, 41.302514
Fetch, 1.316795
Save, 37.740221
Fetch, 2.057667
Delete, 41.231699
Fetch, 1.366882
Save, 2.098635
Fetch, 1.93656
Delete, 40.901281
Fetch, 1.319308
Save, 37.819379
Fetch, 2.077727
Delete, 41.160078
Fetch, 1.320488
Save, 37.806724
Fetch, 1.95881
Delete, 41.140487
Fetch, 1.392169
Save, 41.506352
Fetch, 1.980175
Delete, 40.986785
Fetch, 1.458846
Save, 37.754279
Fetch, 2.00465
Delete, 41.357119
Fetch, 1.405967
Save, 2.00314
Fetch, 2.023988
Delete, 41.276192
Fetch, 1.22477
Save, 37.811944
Fetch, 1.655988
Delete, 41.41019
Fetch, 1.283693
Save, 38.006856
Fetch, 1.907904
Delete, 15.905803
Fetch, 1.170821
Save, 39.601088
Fetch, 1.750347
Delete, 18.551482
Fetch, 1.287754
Save, 40.561877
Fetch, 2.012248
Delete, 40.87846
Fetch, 1.14287
Save, 37.991457
Fetch, 1.849408
Delete, 41.261419
Fetch, 1.409691
Save, 42.009173
Fetch, 1.797198
Delete, 40.799049
Fetch, 1.27078
Save, 37.650796
Fetch, 1.878719
Delete, 41.148042
Fetch, 1.245449
Save, 37.790242
Fetch, 1.942124
Delete, 15.857514
Fetch, 1.424909
Save, 39.005918
Fetch, 1.758268
Delete, 41.517961
Fetch, 1.2832
Save, 37.524907
Fetch, 1.799796
Delete, 41.212902
Fetch, 1.234016
Save, 38.046718
Fetch, 2.034478
Delete, 41.012427
Fetch, 1.423844
Save, 37.652227
Fetch, 1.845415
Delete, 41.139765
Fetch, 1.317768
Save, 37.871325
Fetch, 1.646298
Delete, 37.589292
Fetch, 1.192157
Save, 37.673214
Fetch, 1.619856
Delete, 41.252692
Fetch, 1.137077
Save, 37.77879
Fetch, 1.885155
Delete, 37.364877
Fetch, 1.240783
Save, 37.746682
Fetch, 1.73096
Delete, 41.214195
Fetch, 1.369101
Save, 37.628263
Fetch, 1.891958
Delete, 40.971572
Fetch, 1.318455
Save, 37.671277
Fetch, 1.749582
Delete, 37.815686
Fetch, 1.22862
Save, 37.948853
Fetch, 1.660511
Delete, 37.700564
Fetch, 1.292626
Save, 37.748234
Fetch, 1.683712
Delete, 37.715879
Fetch, 1.294016
Save, 38.12143
Fetch, 1.778942
Delete, 37.660125
Fetch, 1.257119
Save, 38.269075
Fetch, 1.773733
Delete, 37.612991
Fetch, 1.28302
Save, 38.092432
Fetch, 1.884024
Delete, 41.118142
Fetch, 1.292018
Save, 37.716823
Fetch, 1.713324
Delete, 41.280246
Fetch, 1.297408
Save, 37.764131
Fetch, 1.813595
Delete, 40.996379
Fetch, 1.317943
Save, 1.7485
Fetch, 1.706556
Delete, 37.819289
Fetch, 1.19686
Save, 1.766371
Fetch, 1.860777
Delete, 37.639482
Fetch, 1.171315
Save, 37.863752
Fetch, 1.74385
Delete, 41.229889
Fetch, 1.323747
Save, 38.018237
Fetch, 1.729721
Delete, 37.569593
Fetch, 1.261721
Save, 37.784787
Fetch, 1.701739
Delete, 41.341449
Fetch, 1.310046
Save, 37.964558
Fetch, 1.753234
Delete, 37.601683
Fetch, 1.307399
Save, 37.839494
Fetch, 1.744524
Delete, 37.749539
Fetch, 1.261492
Save, 37.788257
Fetch, 1.747905
Delete, 41.242911
Fetch, 1.367898
Save, 37.621117
Fetch, 5.637812
Delete, 37.775458
Fetch, 1.340367
Save, 37.789587
Fetch, 1.732699
Delete, 37.583517
Fetch, 1.382088
Save, 37.913502
Fetch, 1.707339
Delete, 37.733527
Fetch, 1.182407
Save, 37.98892
Fetch, 1.787929
Delete, 37.519524
Fetch, 1.216536
Save, 38.257539
Fetch, 1.720518
Delete, 37.551169
Fetch, 1.132566
Save, 38.132047
Fetch, 1.706857
Delete, 37.582381
Fetch, 1.209962
Save, 38.178128
Fetch, 1.730996
Delete, 37.638988
Fetch, 1.276361
Save, 38.179362
Fetch, 1.608608
Delete, 37.835614
Fetch, 1.230725
Save, 38.285941
Fetch, 1.723309
Delete, 37.64368
Fetch, 1.220572
Save, 37.897304
Fetch, 1.757697
Delete, 15.792425
Fetch, 1.298268
Save, 35.729322
Fetch, 1.609402
Delete, 37.790447
Fetch, 1.343158
Save, 38.024101
Fetch, 1.947147
Delete, 15.814591
Fetch, 1.388415
Save, 39.546562
Fetch, 1.662767
Delete, 37.716937
Fetch, 1.305883
Save, 37.541515
Fetch, 1.623357
Delete, 37.479175
Fetch, 1.346869
Save, 37.85802
Fetch, 1.698064
Delete, 41.292794
Fetch, 1.246425
Save, 37.712967
Fetch, 1.619068
Delete, 37.388685
Fetch, 1.348241
Save, 37.666014
Fetch, 1.652638
Delete, 41.33218
Fetch, 1.331453
Save, 40.934689
Fetch, 1.69757
Delete, 38.097605
Fetch, 1.197203
Save, 38.069442
Fetch, 1.511471
Delete, 37.529635
Fetch, 1.230545
Save, 38.205473
Fetch, 1.545925
Delete, 37.885328
Fetch, 1.22711
Save, 38.251313
Fetch, 1.629847
Delete, 37.555692
Fetch, 1.242244
Save, 38.048306
Fetch, 1.492626
Delete, 38.02371
Fetch, 1.302124
Save, 37.800956
Fetch, 1.761859
Delete, 37.489713
Fetch, 1.223309
Save, 38.15565
Fetch, 1.623736
Delete, 37.513989
Fetch, 1.24471
Save, 37.866297
Fetch, 1.654472
Delete, 37.63802
Fetch, 1.309348
Save, 37.84981
Fetch, 1.602996
Delete, 37.888865
Fetch, 1.24133
Save, 37.761305
Fetch, 1.68634
Delete, 37.623878
Fetch, 1.259285
Save, 38.129484
Fetch, 1.677991
Delete, 37.743253
Fetch, 1.277444
Save, 37.808835
Fetch, 1.613613
Delete, 37.720858
Fetch, 1.268066
Save, 38.181491
Fetch, 1.652626
Delete, 37.528335
Fetch, 1.253721
Save, 37.756901
Fetch, 1.444915
Delete, 15.530182
Fetch, 1.101606
Save, 40.322375
Fetch, 1.588361
Delete, 37.692288
Fetch, 1.217558
Save, 38.121803
Fetch, 1.562293
Delete, 37.851235
Fetch, 1.258726
Save, 38.136829
Fetch, 1.635628
Delete, 37.773022
Fetch, 1.313281
Save, 37.860829
Fetch, 1.557516
Delete, 37.728474
Fetch, 1.314677
Save, 1.761697
Fetch, 1.713541
Delete, 37.979716
Fetch, 1.1632
Save, 37.918273
Fetch, 1.555483
Delete, 37.699752
Fetch, 1.214767
Save, 38.252474
Fetch, 1.628596
Delete, 37.761364
Fetch, 1.137288
Save, 45.619953
Fetch, 1.544085
